period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription
2024-05,NEW,New England,5,Commercial CHP,ALL,all fuels
2024-05,NEW,New England,4,Commercial Non-CHP,WWW,wood and wood wastes
2024-05,NEW,New England,4,Commercial Non-CHP,WNT,onshore wind turbine
2024-05,90,Pacific,96,All Commercial,NGO,natural gas & other gases
2024-05,90,Pacific,96,All Commercial,NG,natural gas
2024-05,90,Pacific,96,All Commercial,MSB,biogenic municipal solid waste
2024-05,90,Pacific,96,All Commercial,MLG,municiapl landfill gas
2024-05,90,Pacific,96,All Commercial,LFG,landfill gas
2024-05,90,Pacific,96,All Commercial,HYC,conventional hydroelectric
2024-05,90,Pacific,96,All Commercial,HPS,hydro-electric pumped storage
2024-05,90,Pacific,96,All Commercial,FOS,fossil fuels
2024-05,90,Pacific,96,All Commercial,DFO,distillate fuel oil
2024-05,90,Pacific,96,All Commercial,COW,all coal products
2024-05,90,Pacific,96,All Commercial,COL,"coal, excluding waste coal"
2024-05,90,Pacific,96,All Commercial,BIO,biomass
2024-05,90,Pacific,96,All Commercial,AOR,all renewables
2024-05,90,Pacific,96,All Commercial,ALL,all fuels
2024-05,90,Pacific,95,Coal Consumption,SUN,solar
2024-05,90,Pacific,95,Coal Consumption,SPV,solar photovoltaic
2024-05,ESC,East South Central,8,Residential,DPV,estimated small scale solar photovoltaic
2024-05,ESC,East South Central,7,Industrial CHP,WWW,wood and wood wastes
2024-05,ESC,East South Central,7,Industrial CHP,WOO,waste oil and other oils
2024-05,ESC,East South Central,7,Industrial CHP,WAS,renewable waste products
2024-05,ESC,East South Central,7,Industrial CHP,RFO,residual fuel oil
2024-05,PA,Pennsylvania,98,Electric Power,OTH,other
2024-05,PA,Pennsylvania,98,Electric Power,ORW,other renewables
2024-05,PA,Pennsylvania,98,Electric Power,OOG,other gases
2024-05,PA,Pennsylvania,98,Electric Power,OBW,biomass
2024-05,PA,Pennsylvania,98,Electric Power,OB2,biomass
2024-05,PA,Pennsylvania,98,Electric Power,NUC,nuclear
2024-05,PA,Pennsylvania,98,Electric Power,NGO,natural gas & other gases
2024-05,PA,Pennsylvania,98,Electric Power,NG,natural gas
2024-05,PA,Pennsylvania,98,Electric Power,MSB,biogenic municipal solid waste
2024-05,PA,Pennsylvania,98,Electric Power,MLG,municiapl landfill gas
2024-05,PA,Pennsylvania,98,Electric Power,LFG,landfill gas
2024-05,SAT,South Atlantic,4,Commercial Non-CHP,BIO,biomass
2024-05,SAT,South Atlantic,4,Commercial Non-CHP,AOR,all renewables
2024-05,SAT,South Atlantic,4,Commercial Non-CHP,ALL,all fuels
2024-05,SAT,South Atlantic,3,IPP CHP,WWW,wood and wood wastes
2024-05,SAT,South Atlantic,3,IPP CHP,WOO,waste oil and other oils
2024-05,SAT,South Atlantic,3,IPP CHP,WOC,waste coal
2024-05,SAT,South Atlantic,3,IPP CHP,WAS,renewable waste products
2024-05,SAT,South Atlantic,3,IPP CHP,REN,renewable
2024-05,SAT,South Atlantic,3,IPP CHP,PET,petroleum
2024-05,SAT,South Atlantic,3,IPP CHP,PEL,petroleum liquids
2024-05,SAT,South Atlantic,3,IPP CHP,OTH,other
2024-05,SAT,South Atlantic,3,IPP CHP,ORW,other renewables
2024-05,SAT,South Atlantic,3,IPP CHP,OBW,biomass
2024-05,SAT,South Atlantic,3,IPP CHP,OB2,biomass
2024-05,SAT,South Atlantic,3,IPP CHP,NGO,natural gas & other gases
2024-05,SAT,South Atlantic,3,IPP CHP,NG,natural gas
2024-05,ESC,East South Central,2,IPP Non-CHP,BIO,biomass
2024-05,ESC,East South Central,2,IPP Non-CHP,AOR,all renewables
2024-05,ESC,East South Central,2,IPP Non-CHP,ALL,all fuels
2024-05,ESC,East South Central,1,Electric Utility,WWW,wood and wood wastes
2024-05,ESC,East South Central,1,Electric Utility,WOO,waste oil and other oils
2024-05,ESC,East South Central,1,Electric Utility,WOC,waste coal
2024-05,ESC,East South Central,1,Electric Utility,WNT,onshore wind turbine
2024-05,ESC,East South Central,1,Electric Utility,WND,wind
2024-05,ESC,East South Central,1,Electric Utility,WAS,renewable waste products
2024-05,ESC,East South Central,1,Electric Utility,TSN,estimated total solar
2024-05,ESC,East South Central,1,Electric Utility,TPV,estimated total solar photovoltaic
2024-05,ESC,East South Central,1,Electric Utility,SUN,solar
2024-05,ESC,East South Central,1,Electric Utility,SUB,subbituminous coal
2024-05,ESC,East South Central,1,Electric Utility,SPV,solar photovoltaic
2024-05,ESC,East South Central,1,Electric Utility,RFO,residual fuel oil
2024-05,SAT,South Atlantic,1,Electric Utility,LFG,landfill gas
2024-05,WI,Wisconsin,3,IPP CHP,ALL,all fuels
2024-05,WI,Wisconsin,2,IPP Non-CHP,WNT,onshore wind turbine
2024-05,WI,Wisconsin,2,IPP Non-CHP,WND,wind
2024-05,WI,Wisconsin,2,IPP Non-CHP,WAS,renewable waste products
2024-05,WI,Wisconsin,2,IPP Non-CHP,SUN,solar
2024-05,WI,Wisconsin,2,IPP Non-CHP,SPV,solar photovoltaic
2024-05,WI,Wisconsin,2,IPP Non-CHP,REN,renewable
2024-05,WI,Wisconsin,2,IPP Non-CHP,PET,petroleum
2024-05,WI,Wisconsin,2,IPP Non-CHP,PEL,petroleum liquids
2024-05,WI,Wisconsin,2,IPP Non-CHP,OTH,other
2024-05,WI,Wisconsin,2,IPP Non-CHP,NUC,nuclear
2024-05,WI,Wisconsin,2,IPP Non-CHP,NGO,natural gas & other gases
2024-05,WI,Wisconsin,2,IPP Non-CHP,NG,natural gas
2024-05,WI,Wisconsin,2,IPP Non-CHP,MLG,municiapl landfill gas
2024-05,WI,Wisconsin,2,IPP Non-CHP,LFG,landfill gas
2024-05,WI,Wisconsin,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-05,ESC,East South Central,99,All Sectors,SPV,solar photovoltaic
2024-05,ESC,East South Central,99,All Sectors,RFO,residual fuel oil
2024-05,ESC,East South Central,99,All Sectors,REN,renewable
2024-05,ESC,East South Central,99,All Sectors,RC,refined coal
2024-05,ESC,East South Central,99,All Sectors,PET,petroleum
2024-05,ESC,East South Central,99,All Sectors,PEL,petroleum liquids
2024-05,ESC,East South Central,99,All Sectors,PC,petroleum coke
2024-05,ESC,East South Central,99,All Sectors,OTH,other
2024-05,ESC,East South Central,99,All Sectors,ORW,other renewables
2024-05,ESC,East South Central,99,All Sectors,OOG,other gases
2024-05,ESC,East South Central,99,All Sectors,OBW,biomass
2024-05,ESC,East South Central,99,All Sectors,OB2,biomass
2024-05,WY,Wyoming,99,All Sectors,ALL,all fuels
2024-05,WY,Wyoming,98,Electric Power,WOO,waste oil and other oils
2024-05,WY,Wyoming,98,Electric Power,WNT,onshore wind turbine
2024-05,WY,Wyoming,98,Electric Power,WND,wind
2024-05,SAT,South Atlantic,96,All Commercial,DFO,distillate fuel oil
2024-05,SAT,South Atlantic,96,All Commercial,COW,all coal products
2024-05,SAT,South Atlantic,96,All Commercial,COL,"coal, excluding waste coal"
2024-05,SAT,South Atlantic,96,All Commercial,BIT,bituminous coal
2024-05,SAT,South Atlantic,96,All Commercial,BIS,bituminous coal and synthetic coal
2024-05,SAT,South Atlantic,96,All Commercial,BIO,biomass
2024-05,SAT,South Atlantic,96,All Commercial,AOR,all renewables
2024-05,SAT,South Atlantic,96,All Commercial,ALL,all fuels
2024-05,SAT,South Atlantic,94,Independent Power Producers,WWW,wood and wood wastes
2024-05,SAT,South Atlantic,94,Independent Power Producers,WOO,waste oil and other oils
2024-05,SAT,South Atlantic,94,Independent Power Producers,WOC,waste coal
2024-05,SAT,South Atlantic,94,Independent Power Producers,WNT,onshore wind turbine
2024-05,SAT,South Atlantic,94,Independent Power Producers,WND,wind
2024-05,SAT,South Atlantic,94,Independent Power Producers,WAS,renewable waste products
2024-05,SAT,South Atlantic,94,Independent Power Producers,TSN,estimated total solar
2024-05,ESC,East South Central,97,All Industrial,PET,petroleum
2024-05,ESC,East South Central,97,All Industrial,PEL,petroleum liquids
2024-05,ESC,East South Central,97,All Industrial,OTH,other
2024-05,ESC,East South Central,97,All Industrial,ORW,other renewables
2024-05,ESC,East South Central,97,All Industrial,OOG,other gases
2024-05,ESC,East South Central,97,All Industrial,OBW,biomass
2024-05,ESC,East South Central,97,All Industrial,OB2,biomass
2024-05,ESC,East South Central,97,All Industrial,NGO,natural gas & other gases
2024-05,NEW,New England,4,Commercial Non-CHP,ALL,all fuels
2024-05,NEW,New England,3,IPP CHP,WWW,wood and wood wastes
2024-05,NEW,New England,3,IPP CHP,WAS,renewable waste products
2024-05,NEW,New England,3,IPP CHP,RFO,residual fuel oil
2024-05,NEW,New England,3,IPP CHP,REN,renewable
2024-05,NEW,New England,3,IPP CHP,PET,petroleum
2024-05,NEW,New England,3,IPP CHP,PEL,petroleum liquids
2024-05,NEW,New England,3,IPP CHP,OTH,other
2024-05,PCN,Pacific Noncontiguous,97,All Industrial,DFO,distillate fuel oil
2024-05,PCN,Pacific Noncontiguous,97,All Industrial,BIO,biomass
2024-05,PCN,Pacific Noncontiguous,97,All Industrial,AOR,all renewables
2024-05,PCN,Pacific Noncontiguous,97,All Industrial,ALL,all fuels
2024-05,PCN,Pacific Noncontiguous,96,All Commercial,WWW,wood and wood wastes
2024-05,PCN,Pacific Noncontiguous,96,All Commercial,WOO,waste oil and other oils
2024-05,PCN,Pacific Noncontiguous,96,All Commercial,WAS,renewable waste products
2024-05,PCN,Pacific Noncontiguous,96,All Commercial,TSN,estimated total solar
2024-05,PCN,Pacific Noncontiguous,96,All Commercial,TPV,estimated total solar photovoltaic
2024-05,PCN,Pacific Noncontiguous,96,All Commercial,SUN,solar
2024-05,PCN,Pacific Noncontiguous,96,All Commercial,SUB,subbituminous coal
2024-05,PCN,Pacific Noncontiguous,96,All Commercial,SPV,solar photovoltaic
2024-05,PCN,Pacific Noncontiguous,96,All Commercial,REN,renewable
2024-05,PCN,Pacific Noncontiguous,96,All Commercial,PET,petroleum
2024-05,PCN,Pacific Noncontiguous,96,All Commercial,PEL,petroleum liquids
2024-05,PA,Pennsylvania,5,Commercial CHP,NGO,natural gas & other gases
2024-05,PA,Pennsylvania,5,Commercial CHP,NG,natural gas
2024-05,PA,Pennsylvania,5,Commercial CHP,FOS,fossil fuels
2024-05,PA,Pennsylvania,5,Commercial CHP,DFO,distillate fuel oil
2024-05,PA,Pennsylvania,5,Commercial CHP,BIO,biomass
2024-05,PA,Pennsylvania,5,Commercial CHP,AOR,all renewables
2024-05,PA,Pennsylvania,5,Commercial CHP,ALL,all fuels
2024-05,PA,Pennsylvania,4,Commercial Non-CHP,WOO,waste oil and other oils
2024-05,PA,Pennsylvania,4,Commercial Non-CHP,WAS,renewable waste products
2024-05,PA,Pennsylvania,4,Commercial Non-CHP,SUN,solar
2024-05,PA,Pennsylvania,4,Commercial Non-CHP,SPV,solar photovoltaic
2024-05,PA,Pennsylvania,4,Commercial Non-CHP,REN,renewable
2024-05,PA,Pennsylvania,4,Commercial Non-CHP,PET,petroleum
2024-05,PA,Pennsylvania,4,Commercial Non-CHP,PEL,petroleum liquids
2024-05,PA,Pennsylvania,4,Commercial Non-CHP,OTH,other
2024-05,90,Pacific,4,Commercial Non-CHP,HPS,hydro-electric pumped storage
2024-05,WA,Washington,90,Electric Power Sector Non-CHP,COW,all coal products
2024-05,WA,Washington,90,Electric Power Sector Non-CHP,COL,"coal, excluding waste coal"
2024-05,WA,Washington,90,Electric Power Sector Non-CHP,BIO,biomass
2024-05,WA,Washington,90,Electric Power Sector Non-CHP,AOR,all renewables
2024-05,WA,Washington,90,Electric Power Sector Non-CHP,ALL,all fuels
2024-05,WA,Washington,8,Residential,TSN,estimated total solar
2024-05,WA,Washington,8,Residential,TPV,estimated total solar photovoltaic
2024-05,WA,Washington,8,Residential,DPV,estimated small scale solar photovoltaic
2024-05,WA,Washington,7,Industrial CHP,WWW,wood and wood wastes
2024-05,WA,Washington,7,Industrial CHP,WOO,waste oil and other oils
2024-05,WA,Washington,7,Industrial CHP,WAS,renewable waste products
2024-05,WA,Washington,7,Industrial CHP,SUB,subbituminous coal
2024-05,WA,Washington,7,Industrial CHP,RFO,residual fuel oil
2024-05,WA,Washington,7,Industrial CHP,REN,renewable
2024-05,WA,Washington,7,Industrial CHP,PET,petroleum
2024-05,WA,Washington,7,Industrial CHP,PEL,petroleum liquids
2024-05,NEW,New England,94,Independent Power Producers,PET,petroleum
2024-05,NEW,New England,94,Independent Power Producers,PEL,petroleum liquids
2024-05,NEW,New England,94,Independent Power Producers,OTH,other
2024-05,NEW,New England,94,Independent Power Producers,ORW,other renewables
2024-05,NEW,New England,94,Independent Power Producers,OBW,biomass
2024-05,NEW,New England,94,Independent Power Producers,OB2,biomass
2024-05,NEW,New England,94,Independent Power Producers,NUC,nuclear
2024-05,NEW,New England,94,Independent Power Producers,NGO,natural gas & other gases
2024-05,NEW,New England,94,Independent Power Producers,NG,natural gas
2024-05,NEW,New England,94,Independent Power Producers,MSB,biogenic municipal solid waste
2024-05,NEW,New England,94,Independent Power Producers,MLG,municiapl landfill gas
2024-05,NEW,New England,94,Independent Power Producers,LFG,landfill gas
2024-05,NEW,New England,94,Independent Power Producers,HYC,conventional hydroelectric
2024-05,NEW,New England,94,Independent Power Producers,HPS,hydro-electric pumped storage
2024-05,PA,Pennsylvania,3,IPP CHP,PEL,petroleum liquids
2024-05,PA,Pennsylvania,3,IPP CHP,OTH,other
2024-05,PA,Pennsylvania,3,IPP CHP,ORW,other renewables
2024-05,PA,Pennsylvania,3,IPP CHP,OOG,other gases
2024-05,PA,Pennsylvania,3,IPP CHP,OBW,biomass
2024-05,PA,Pennsylvania,3,IPP CHP,OB2,biomass
2024-05,PA,Pennsylvania,3,IPP CHP,NGO,natural gas & other gases
2024-05,PA,Pennsylvania,3,IPP CHP,NG,natural gas
2024-05,PA,Pennsylvania,3,IPP CHP,MSB,biogenic municipal solid waste
2024-05,PA,Pennsylvania,3,IPP CHP,MLG,municiapl landfill gas
2024-05,PA,Pennsylvania,3,IPP CHP,LFG,landfill gas
2024-05,PA,Pennsylvania,3,IPP CHP,FOS,fossil fuels
2024-05,PA,Pennsylvania,3,IPP CHP,DFO,distillate fuel oil
2024-05,PA,Pennsylvania,3,IPP CHP,COW,all coal products
2024-05,PA,Pennsylvania,3,IPP CHP,BIO,biomass
2024-05,PA,Pennsylvania,3,IPP CHP,AOR,all renewables
2024-05,PA,Pennsylvania,3,IPP CHP,ALL,all fuels
2024-05,OR,Oregon,99,All Sectors,WND,wind
2024-05,90,Pacific,98,Electric Power,GEO,geothermal
2024-05,90,Pacific,98,Electric Power,FOS,fossil fuels
2024-05,90,Pacific,98,Electric Power,DFO,distillate fuel oil
2024-05,90,Pacific,98,Electric Power,COW,all coal products
2024-05,90,Pacific,98,Electric Power,COL,"coal, excluding waste coal"
2024-05,90,Pacific,98,Electric Power,BIT,bituminous coal
2024-05,90,Pacific,98,Electric Power,BIS,bituminous coal and synthetic coal
2024-05,90,Pacific,98,Electric Power,BIO,biomass
2024-05,90,Pacific,98,Electric Power,AOR,all renewables
2024-05,90,Pacific,98,Electric Power,ALL,all fuels
2024-05,90,Pacific,97,All Industrial,WWW,wood and wood wastes
2024-05,90,Pacific,97,All Industrial,WOO,waste oil and other oils
2024-05,90,Pacific,97,All Industrial,WNT,onshore wind turbine
2024-05,90,Pacific,97,All Industrial,WND,wind
2024-05,90,Pacific,97,All Industrial,WAS,renewable waste products
2024-05,NEW,New England,4,Commercial Non-CHP,WND,wind
2024-05,NEW,New England,4,Commercial Non-CHP,WAS,renewable waste products
2024-05,NEW,New England,4,Commercial Non-CHP,SUN,solar
2024-05,NEW,New England,4,Commercial Non-CHP,SPV,solar photovoltaic
2024-05,NEW,New England,4,Commercial Non-CHP,REN,renewable
2024-05,NEW,New England,4,Commercial Non-CHP,PET,petroleum
2024-05,NEW,New England,4,Commercial Non-CHP,PEL,petroleum liquids
2024-05,NEW,New England,4,Commercial Non-CHP,OTH,other
2024-05,NEW,New England,4,Commercial Non-CHP,OBW,biomass
2024-05,NEW,New England,4,Commercial Non-CHP,NGO,natural gas & other gases
2024-05,NEW,New England,4,Commercial Non-CHP,NG,natural gas
2024-05,NEW,New England,4,Commercial Non-CHP,MSB,biogenic municipal solid waste
2024-05,NEW,New England,4,Commercial Non-CHP,MLG,municiapl landfill gas
2024-05,NEW,New England,4,Commercial Non-CHP,FOS,fossil fuels
2024-05,NEW,New England,4,Commercial Non-CHP,DFO,distillate fuel oil
2024-05,90,Pacific,95,Coal Consumption,REN,renewable
2024-05,90,Pacific,95,Coal Consumption,OOG,other gases
2024-05,90,Pacific,95,Coal Consumption,NGO,natural gas & other gases
2024-05,90,Pacific,95,Coal Consumption,NG,natural gas
2024-05,90,Pacific,95,Coal Consumption,FOS,fossil fuels
2024-05,90,Pacific,95,Coal Consumption,AOR,all renewables
2024-05,90,Pacific,95,Coal Consumption,ALL,all fuels
2024-05,90,Pacific,94,Independent Power Producers,WWW,wood and wood wastes
2024-05,90,Pacific,94,Independent Power Producers,WOO,waste oil and other oils
2024-05,90,Pacific,94,Independent Power Producers,WOC,waste coal
2024-05,90,Pacific,94,Independent Power Producers,WNT,onshore wind turbine
2024-05,90,Pacific,94,Independent Power Producers,WND,wind
2024-05,WNC,West North Central,97,All Industrial,OB2,biomass
2024-05,WNC,West North Central,97,All Industrial,NGO,natural gas & other gases
2024-05,WNC,West North Central,97,All Industrial,NG,natural gas
2024-05,WNC,West North Central,97,All Industrial,MLG,municiapl landfill gas
2024-05,PA,Pennsylvania,98,Electric Power,HYC,conventional hydroelectric
2024-05,PA,Pennsylvania,98,Electric Power,HPS,hydro-electric pumped storage
2024-05,PA,Pennsylvania,98,Electric Power,FOS,fossil fuels
2024-05,PA,Pennsylvania,98,Electric Power,DFO,distillate fuel oil
2024-05,PA,Pennsylvania,98,Electric Power,COW,all coal products
2024-05,PA,Pennsylvania,98,Electric Power,COL,"coal, excluding waste coal"
2024-05,PA,Pennsylvania,98,Electric Power,BIT,bituminous coal
2024-05,PA,Pennsylvania,98,Electric Power,BIS,bituminous coal and synthetic coal
2024-05,PA,Pennsylvania,98,Electric Power,BIO,biomass
2024-05,PA,Pennsylvania,98,Electric Power,AOR,all renewables
2024-05,PA,Pennsylvania,98,Electric Power,ANT,anthracite coal
2024-05,PA,Pennsylvania,98,Electric Power,ALL,all fuels
2024-05,PA,Pennsylvania,97,All Industrial,WWW,wood and wood wastes
2024-05,PA,Pennsylvania,97,All Industrial,WOC,waste coal
2024-05,PA,Pennsylvania,97,All Industrial,WAS,renewable waste products
2024-05,SAT,South Atlantic,3,IPP CHP,MSB,biogenic municipal solid waste
2024-05,SAT,South Atlantic,3,IPP CHP,MLG,municiapl landfill gas
2024-05,SAT,South Atlantic,3,IPP CHP,LFG,landfill gas
2024-05,SAT,South Atlantic,3,IPP CHP,FOS,fossil fuels
2024-05,WA,Washington,97,All Industrial,PET,petroleum
2024-05,WA,Washington,97,All Industrial,PEL,petroleum liquids
2024-05,WA,Washington,97,All Industrial,PC,petroleum coke
2024-05,WA,Washington,97,All Industrial,ORW,other renewables
2024-05,WA,Washington,97,All Industrial,OOG,other gases
2024-05,WA,Washington,97,All Industrial,OBW,biomass
2024-05,WA,Washington,97,All Industrial,OB2,biomass
2024-05,WA,Washington,97,All Industrial,NGO,natural gas & other gases
2024-05,WA,Washington,97,All Industrial,NG,natural gas
2024-05,WA,Washington,97,All Industrial,FOS,fossil fuels
2024-05,WA,Washington,97,All Industrial,DPV,estimated small scale solar photovoltaic
2024-05,WA,Washington,97,All Industrial,DFO,distillate fuel oil
2024-05,ESC,East South Central,1,Electric Utility,REN,renewable
2024-05,ESC,East South Central,1,Electric Utility,RC,refined coal
2024-05,ESC,East South Central,1,Electric Utility,PET,petroleum
2024-05,ESC,East South Central,1,Electric Utility,PEL,petroleum liquids
2024-05,PR,Puerto Rico,7,Industrial CHP,REN,renewable
2024-05,PR,Puerto Rico,7,Industrial CHP,PET,petroleum
2024-05,PR,Puerto Rico,7,Industrial CHP,PEL,petroleum liquids
2024-05,PR,Puerto Rico,7,Industrial CHP,NGO,natural gas & other gases
2024-05,PR,Puerto Rico,7,Industrial CHP,NG,natural gas
2024-05,PR,Puerto Rico,7,Industrial CHP,FOS,fossil fuels
2024-05,PR,Puerto Rico,7,Industrial CHP,DFO,distillate fuel oil
2024-05,PR,Puerto Rico,7,Industrial CHP,AOR,all renewables
2024-05,PR,Puerto Rico,7,Industrial CHP,ALL,all fuels
2024-05,PR,Puerto Rico,6,Industrial Non-CHP,SUN,solar
2024-05,PR,Puerto Rico,6,Industrial Non-CHP,SPV,solar photovoltaic
2024-05,PR,Puerto Rico,6,Industrial Non-CHP,REN,renewable
2024-05,WI,Wisconsin,2,IPP Non-CHP,FOS,fossil fuels
2024-05,WI,Wisconsin,2,IPP Non-CHP,DFO,distillate fuel oil
2024-05,WI,Wisconsin,2,IPP Non-CHP,BIO,biomass
2024-05,WI,Wisconsin,2,IPP Non-CHP,AOR,all renewables
2024-05,WI,Wisconsin,2,IPP Non-CHP,ALL,all fuels
2024-05,WI,Wisconsin,1,Electric Utility,WWW,wood and wood wastes
2024-05,WI,Wisconsin,1,Electric Utility,WOO,waste oil and other oils
2024-05,WI,Wisconsin,1,Electric Utility,WNT,onshore wind turbine
2024-05,WI,Wisconsin,1,Electric Utility,WND,wind
2024-05,WI,Wisconsin,1,Electric Utility,WAS,renewable waste products
2024-05,WI,Wisconsin,1,Electric Utility,TSN,estimated total solar
2024-05,WI,Wisconsin,1,Electric Utility,TPV,estimated total solar photovoltaic
