period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription
2024-05,OH,Ohio,1,Electric Utility,FOS,fossil fuels
2024-05,OH,Ohio,1,Electric Utility,DPV,estimated small scale solar photovoltaic
2024-05,OH,Ohio,1,Electric Utility,DFO,distillate fuel oil
2024-05,OH,Ohio,1,Electric Utility,COW,all coal products
2024-05,PCC,Pacific Contiguous,1,Electric Utility,OTH,other
2024-05,PCC,Pacific Contiguous,1,Electric Utility,ORW,other renewables
2024-05,PCC,Pacific Contiguous,1,Electric Utility,OOG,other gases
2024-05,PCC,Pacific Contiguous,1,Electric Utility,OBW,biomass
2024-05,PCC,Pacific Contiguous,1,Electric Utility,OB2,biomass
2024-05,PCC,Pacific Contiguous,1,Electric Utility,NUC,nuclear
2024-05,PCC,Pacific Contiguous,1,Electric Utility,NGO,natural gas & other gases
2024-05,PCC,Pacific Contiguous,1,Electric Utility,NG,natural gas
2024-05,PCC,Pacific Contiguous,1,Electric Utility,MLG,municiapl landfill gas
2024-05,TN,Tennessee,94,Independent Power Producers,LFG,landfill gas
2024-05,TN,Tennessee,94,Independent Power Producers,HYC,conventional hydroelectric
2024-05,TN,Tennessee,94,Independent Power Producers,FOS,fossil fuels
2024-05,TN,Tennessee,94,Independent Power Producers,DPV,estimated small scale solar photovoltaic
2024-05,TN,Tennessee,94,Independent Power Producers,DFO,distillate fuel oil
2024-05,TN,Tennessee,94,Independent Power Producers,BIO,biomass
2024-05,TN,Tennessee,94,Independent Power Producers,AOR,all renewables
2024-05,TN,Tennessee,94,Independent Power Producers,ALL,all fuels
2024-05,TN,Tennessee,90,Electric Power Sector Non-CHP,WNT,onshore wind turbine
2024-05,TN,Tennessee,90,Electric Power Sector Non-CHP,WND,wind
2024-05,TN,Tennessee,90,Electric Power Sector Non-CHP,WAS,renewable waste products
2024-05,TN,Tennessee,90,Electric Power Sector Non-CHP,SUN,solar
2024-05,TN,Tennessee,90,Electric Power Sector Non-CHP,SUB,subbituminous coal
2024-05,TN,Tennessee,90,Electric Power Sector Non-CHP,SPV,solar photovoltaic
2024-05,TN,Tennessee,90,Electric Power Sector Non-CHP,REN,renewable
2024-05,TX,Texas,94,Independent Power Producers,RC,refined coal
2024-05,TX,Texas,94,Independent Power Producers,PET,petroleum
2024-05,TX,Texas,94,Independent Power Producers,PEL,petroleum liquids
2024-05,TX,Texas,94,Independent Power Producers,PC,petroleum coke
2024-05,TX,Texas,94,Independent Power Producers,OTH,other
2024-05,TX,Texas,94,Independent Power Producers,OOG,other gases
2024-05,TX,Texas,94,Independent Power Producers,NUC,nuclear
2024-05,TX,Texas,94,Independent Power Producers,NGO,natural gas & other gases
2024-05,TX,Texas,94,Independent Power Producers,NG,natural gas
2024-05,TX,Texas,94,Independent Power Producers,MLG,municiapl landfill gas
2024-05,TX,Texas,94,Independent Power Producers,LIG,lignite coal
2024-05,TX,Texas,94,Independent Power Producers,LFG,landfill gas
2024-05,TX,Texas,94,Independent Power Producers,HYC,conventional hydroelectric
2024-05,TX,Texas,94,Independent Power Producers,FOS,fossil fuels
2024-05,TX,Texas,94,Independent Power Producers,DPV,estimated small scale solar photovoltaic
2024-05,TX,Texas,94,Independent Power Producers,DFO,distillate fuel oil
2024-05,ND,North Dakota,97,All Industrial,RFO,residual fuel oil
2024-05,ND,North Dakota,97,All Industrial,REN,renewable
2024-05,ND,North Dakota,97,All Industrial,PET,petroleum
2024-05,ND,North Dakota,97,All Industrial,PEL,petroleum liquids
2024-05,ND,North Dakota,97,All Industrial,ORW,other renewables
2024-05,ND,North Dakota,97,All Industrial,OOG,other gases
2024-05,ND,North Dakota,97,All Industrial,OBW,biomass
2024-05,ND,North Dakota,97,All Industrial,OB2,biomass
2024-05,ND,North Dakota,97,All Industrial,NGO,natural gas & other gases
2024-05,ND,North Dakota,97,All Industrial,NG,natural gas
2024-05,ND,North Dakota,97,All Industrial,FOS,fossil fuels
2024-05,ND,North Dakota,97,All Industrial,COW,all coal products
2024-05,ND,North Dakota,97,All Industrial,COL,"coal, excluding waste coal"
2024-05,ND,North Dakota,97,All Industrial,BIO,biomass
2024-05,ND,North Dakota,97,All Industrial,AOR,all renewables
2024-05,ND,North Dakota,97,All Industrial,ALL,all fuels
2024-05,ND,North Dakota,96,All Commercial,TSN,estimated total solar
2024-05,MTN,Mountain,2,IPP Non-CHP,WWW,wood and wood wastes
2024-05,MTN,Mountain,2,IPP Non-CHP,WOO,waste oil and other oils
2024-05,MTN,Mountain,2,IPP Non-CHP,WOC,waste coal
2024-05,MTN,Mountain,2,IPP Non-CHP,WNT,onshore wind turbine
2024-05,MTN,Mountain,2,IPP Non-CHP,WND,wind
2024-05,MTN,Mountain,2,IPP Non-CHP,WAS,renewable waste products
2024-05,MTN,Mountain,2,IPP Non-CHP,SUN,solar
2024-05,MTN,Mountain,2,IPP Non-CHP,SUB,subbituminous coal
2024-05,MTN,Mountain,2,IPP Non-CHP,STH,solar thermal
2024-05,MTN,Mountain,2,IPP Non-CHP,SPV,solar photovoltaic
2024-05,MTN,Mountain,2,IPP Non-CHP,REN,renewable
2024-05,MTN,Mountain,2,IPP Non-CHP,PET,petroleum
2024-05,MTN,Mountain,2,IPP Non-CHP,PEL,petroleum liquids
2024-05,MTN,Mountain,2,IPP Non-CHP,OTH,other
2024-05,MTN,Mountain,2,IPP Non-CHP,ORW,other renewables
2024-05,MTN,Mountain,2,IPP Non-CHP,OBW,biomass
2024-05,MAT,Middle Atlantic,99,All Sectors,MLG,municiapl landfill gas
2024-05,MAT,Middle Atlantic,99,All Sectors,LFG,landfill gas
2024-05,MAT,Middle Atlantic,99,All Sectors,HYC,conventional hydroelectric
2024-05,MAT,Middle Atlantic,99,All Sectors,HPS,hydro-electric pumped storage
2024-05,MAT,Middle Atlantic,99,All Sectors,FOS,fossil fuels
2024-05,MAT,Middle Atlantic,99,All Sectors,DPV,estimated small scale solar photovoltaic
2024-05,MAT,Middle Atlantic,99,All Sectors,DFO,distillate fuel oil
2024-05,MAT,Middle Atlantic,99,All Sectors,COW,all coal products
2024-05,MAT,Middle Atlantic,99,All Sectors,COL,"coal, excluding waste coal"
2024-05,MAT,Middle Atlantic,99,All Sectors,BIT,bituminous coal
2024-05,MAT,Middle Atlantic,99,All Sectors,BIS,bituminous coal and synthetic coal
2024-05,MAT,Middle Atlantic,99,All Sectors,BIO,biomass
2024-05,MAT,Middle Atlantic,99,All Sectors,AOR,all renewables
2024-05,MAT,Middle Atlantic,99,All Sectors,ANT,anthracite coal
2024-05,MAT,Middle Atlantic,99,All Sectors,ALL,all fuels
2024-05,MTN,Mountain,97,All Industrial,WND,wind
2024-05,MTN,Mountain,97,All Industrial,TSN,estimated total solar
2024-05,MTN,Mountain,97,All Industrial,TPV,estimated total solar photovoltaic
2024-05,MTN,Mountain,97,All Industrial,SUN,solar
2024-05,MTN,Mountain,97,All Industrial,SUB,subbituminous coal
2024-05,MTN,Mountain,97,All Industrial,SPV,solar photovoltaic
2024-05,MTN,Mountain,97,All Industrial,RFO,residual fuel oil
2024-05,MTN,Mountain,97,All Industrial,REN,renewable
2024-05,MTN,Mountain,97,All Industrial,PET,petroleum
2024-05,MTN,Mountain,97,All Industrial,PEL,petroleum liquids
2024-05,MTN,Mountain,97,All Industrial,OTH,other
2024-05,MTN,Mountain,97,All Industrial,OOG,other gases
2024-05,MTN,Mountain,97,All Industrial,NGO,natural gas & other gases
2024-05,MTN,Mountain,97,All Industrial,NG,natural gas
2024-05,MTN,Mountain,97,All Industrial,FOS,fossil fuels
2024-05,MTN,Mountain,97,All Industrial,DPV,estimated small scale solar photovoltaic
2024-05,WSC,West South Central,98,Electric Power,OTH,other
2024-05,WSC,West South Central,98,Electric Power,ORW,other renewables
2024-05,WSC,West South Central,98,Electric Power,OOG,other gases
2024-05,WSC,West South Central,98,Electric Power,OBW,biomass
2024-05,WSC,West South Central,98,Electric Power,OB2,biomass
2024-05,WSC,West South Central,98,Electric Power,NUC,nuclear
2024-05,WSC,West South Central,98,Electric Power,NGO,natural gas & other gases
2024-05,WSC,West South Central,98,Electric Power,NG,natural gas
2024-05,WSC,West South Central,98,Electric Power,MLG,municiapl landfill gas
2024-05,WSC,West South Central,98,Electric Power,LIG,lignite coal
2024-05,WSC,West South Central,98,Electric Power,LFG,landfill gas
2024-05,WSC,West South Central,98,Electric Power,HYC,conventional hydroelectric
2024-05,WSC,West South Central,98,Electric Power,HPS,hydro-electric pumped storage
2024-05,WSC,West South Central,98,Electric Power,FOS,fossil fuels
2024-05,WSC,West South Central,98,Electric Power,DFO,distillate fuel oil
2024-05,UT,Utah,98,Electric Power,WAS,renewable waste products
2024-05,UT,Utah,98,Electric Power,SUN,solar
2024-05,UT,Utah,98,Electric Power,SUB,subbituminous coal
2024-05,UT,Utah,98,Electric Power,STH,solar thermal
2024-05,UT,Utah,98,Electric Power,SPV,solar photovoltaic
2024-05,UT,Utah,98,Electric Power,REN,renewable
2024-05,UT,Utah,98,Electric Power,RC,refined coal
2024-05,UT,Utah,98,Electric Power,PET,petroleum
2024-05,UT,Utah,98,Electric Power,PEL,petroleum liquids
2024-05,UT,Utah,98,Electric Power,OTH,other
2024-05,UT,Utah,98,Electric Power,NGO,natural gas & other gases
2024-05,UT,Utah,98,Electric Power,NG,natural gas
2024-05,UT,Utah,98,Electric Power,MLG,municiapl landfill gas
2024-05,UT,Utah,98,Electric Power,LFG,landfill gas
2024-05,UT,Utah,98,Electric Power,HYC,conventional hydroelectric
2024-05,UT,Utah,98,Electric Power,GEO,geothermal
2024-05,UT,Utah,98,Electric Power,FOS,fossil fuels
2024-05,MTN,Mountain,94,Independent Power Producers,BIO,biomass
2024-05,MTN,Mountain,94,Independent Power Producers,AOR,all renewables
2024-05,MTN,Mountain,94,Independent Power Producers,ALL,all fuels
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,WWW,wood and wood wastes
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,WOO,waste oil and other oils
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,WOC,waste coal
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,WNT,onshore wind turbine
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,WND,wind
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,WAS,renewable waste products
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,SUN,solar
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,SUB,subbituminous coal
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,STH,solar thermal
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,SPV,solar photovoltaic
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,RFO,residual fuel oil
2024-05,WSC,West South Central,94,Independent Power Producers,REN,renewable
2024-05,WSC,West South Central,94,Independent Power Producers,RC,refined coal
2024-05,WSC,West South Central,94,Independent Power Producers,PET,petroleum
2024-05,WSC,West South Central,94,Independent Power Producers,PEL,petroleum liquids
2024-05,WSC,West South Central,94,Independent Power Producers,PC,petroleum coke
2024-05,WSC,West South Central,94,Independent Power Producers,OTH,other
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,REN,renewable
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,RC,refined coal
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,PET,petroleum
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,PEL,petroleum liquids
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,PC,petroleum coke
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,OTH,other
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,ORW,other renewables
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,OOG,other gases
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,OBW,biomass
2024-05,NC,North Carolina,99,All Sectors,FOS,fossil fuels
2024-05,NC,North Carolina,99,All Sectors,DPV,estimated small scale solar photovoltaic
2024-05,NC,North Carolina,99,All Sectors,DFO,distillate fuel oil
2024-05,NC,North Carolina,99,All Sectors,COW,all coal products
2024-05,NC,North Carolina,99,All Sectors,COL,"coal, excluding waste coal"
2024-05,NC,North Carolina,99,All Sectors,BIT,bituminous coal
2024-05,NC,North Carolina,99,All Sectors,BIS,bituminous coal and synthetic coal
2024-05,NC,North Carolina,99,All Sectors,BIO,biomass
2024-05,NC,North Carolina,99,All Sectors,AOR,all renewables
2024-05,NC,North Carolina,99,All Sectors,ANT,anthracite coal
2024-05,NC,North Carolina,99,All Sectors,ALL,all fuels
2024-05,NC,North Carolina,98,Electric Power,WWW,wood and wood wastes
2024-05,NC,North Carolina,98,Electric Power,WOO,waste oil and other oils
2024-05,NC,North Carolina,98,Electric Power,WNT,onshore wind turbine
2024-05,NC,North Carolina,98,Electric Power,WND,wind
2024-05,MAT,Middle Atlantic,94,Independent Power Producers,PEL,petroleum liquids
2024-05,MAT,Middle Atlantic,94,Independent Power Producers,PC,petroleum coke
2024-05,MAT,Middle Atlantic,94,Independent Power Producers,OTH,other
2024-05,MAT,Middle Atlantic,94,Independent Power Producers,ORW,other renewables
2024-05,MAT,Middle Atlantic,94,Independent Power Producers,OOG,other gases
2024-05,MAT,Middle Atlantic,94,Independent Power Producers,OBW,biomass
2024-05,MAT,Middle Atlantic,94,Independent Power Producers,OB2,biomass
2024-05,VA,Virginia,1,Electric Utility,MLG,municiapl landfill gas
2024-05,VA,Virginia,1,Electric Utility,LFG,landfill gas
2024-05,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-05,VA,Virginia,1,Electric Utility,HPS,hydro-electric pumped storage
2024-05,VA,Virginia,1,Electric Utility,FOS,fossil fuels
2024-05,VA,Virginia,1,Electric Utility,DPV,estimated small scale solar photovoltaic
2024-05,VA,Virginia,1,Electric Utility,DFO,distillate fuel oil
2024-05,VA,Virginia,1,Electric Utility,COW,all coal products
2024-05,NY,New York,97,All Industrial,DFO,distillate fuel oil
2024-05,NY,New York,97,All Industrial,COW,all coal products
2024-05,NY,New York,97,All Industrial,COL,"coal, excluding waste coal"
2024-05,NY,New York,97,All Industrial,BIT,bituminous coal
2024-05,NY,New York,97,All Industrial,BIS,bituminous coal and synthetic coal
2024-05,NY,New York,97,All Industrial,BIO,biomass
2024-05,NY,New York,97,All Industrial,AOR,all renewables
2024-05,NY,New York,97,All Industrial,ALL,all fuels
2024-05,NY,New York,96,All Commercial,WWW,wood and wood wastes
2024-05,NY,New York,96,All Commercial,WOO,waste oil and other oils
2024-05,NY,New York,96,All Commercial,WNT,onshore wind turbine
2024-05,NY,New York,96,All Commercial,WND,wind
2024-05,NY,New York,96,All Commercial,WAS,renewable waste products
2024-05,NY,New York,96,All Commercial,TSN,estimated total solar
2024-05,NY,New York,96,All Commercial,TPV,estimated total solar photovoltaic
2024-05,NY,New York,96,All Commercial,SUN,solar
2024-05,PCC,Pacific Contiguous,1,Electric Utility,LFG,landfill gas
2024-05,PCC,Pacific Contiguous,1,Electric Utility,HYC,conventional hydroelectric
2024-05,PCC,Pacific Contiguous,1,Electric Utility,HPS,hydro-electric pumped storage
2024-05,PCC,Pacific Contiguous,1,Electric Utility,GEO,geothermal
2024-05,PCC,Pacific Contiguous,1,Electric Utility,FOS,fossil fuels
2024-05,PCC,Pacific Contiguous,1,Electric Utility,DPV,estimated small scale solar photovoltaic
2024-05,PCC,Pacific Contiguous,1,Electric Utility,DFO,distillate fuel oil
2024-05,PCC,Pacific Contiguous,1,Electric Utility,BIO,biomass
2024-05,PCC,Pacific Contiguous,1,Electric Utility,AOR,all renewables
2024-05,PCC,Pacific Contiguous,1,Electric Utility,ALL,all fuels
2024-05,MTN,Mountain,99,All Sectors,WWW,wood and wood wastes
2024-05,MTN,Mountain,99,All Sectors,WOO,waste oil and other oils
2024-05,MTN,Mountain,99,All Sectors,WOC,waste coal
2024-05,MTN,Mountain,99,All Sectors,WNT,onshore wind turbine
2024-05,MTN,Mountain,99,All Sectors,WND,wind
2024-05,TN,Tennessee,90,Electric Power Sector Non-CHP,RC,refined coal
2024-05,TN,Tennessee,90,Electric Power Sector Non-CHP,PET,petroleum
2024-05,TN,Tennessee,90,Electric Power Sector Non-CHP,PEL,petroleum liquids
2024-05,TN,Tennessee,90,Electric Power Sector Non-CHP,ORW,other renewables
2024-05,TX,Texas,94,Independent Power Producers,COW,all coal products
2024-05,TX,Texas,94,Independent Power Producers,COL,"coal, excluding waste coal"
2024-05,TX,Texas,94,Independent Power Producers,BIO,biomass
2024-05,TX,Texas,94,Independent Power Producers,AOR,all renewables
2024-05,TX,Texas,94,Independent Power Producers,ALL,all fuels
2024-05,TX,Texas,90,Electric Power Sector Non-CHP,WWW,wood and wood wastes
2024-05,TX,Texas,90,Electric Power Sector Non-CHP,WOO,waste oil and other oils
2024-05,TX,Texas,90,Electric Power Sector Non-CHP,WNT,onshore wind turbine
2024-05,TX,Texas,90,Electric Power Sector Non-CHP,WND,wind
2024-05,TX,Texas,90,Electric Power Sector Non-CHP,WAS,renewable waste products
2024-05,TX,Texas,90,Electric Power Sector Non-CHP,SUN,solar
2024-05,TX,Texas,90,Electric Power Sector Non-CHP,SUB,subbituminous coal
2024-05,TX,Texas,90,Electric Power Sector Non-CHP,SPV,solar photovoltaic
2024-05,TX,Texas,90,Electric Power Sector Non-CHP,RFO,residual fuel oil
2024-05,TX,Texas,90,Electric Power Sector Non-CHP,REN,renewable
2024-05,CA,California,6,Industrial Non-CHP,ORW,other renewables
2024-05,CA,California,6,Industrial Non-CHP,OOG,other gases
2024-05,CA,California,6,Industrial Non-CHP,OBW,biomass
2024-05,CA,California,6,Industrial Non-CHP,OB2,biomass
2024-05,CA,California,6,Industrial Non-CHP,NGO,natural gas & other gases
2024-05,CA,California,6,Industrial Non-CHP,NG,natural gas
2024-05,CA,California,6,Industrial Non-CHP,MLG,municiapl landfill gas
2024-05,CA,California,6,Industrial Non-CHP,LFG,landfill gas
2024-05,CA,California,6,Industrial Non-CHP,FOS,fossil fuels
2024-05,CA,California,6,Industrial Non-CHP,DFO,distillate fuel oil
2024-05,CA,California,6,Industrial Non-CHP,BIO,biomass
2024-05,CA,California,6,Industrial Non-CHP,AOR,all renewables
2024-05,CA,California,6,Industrial Non-CHP,ALL,all fuels
2024-05,CA,California,5,Commercial CHP,WOO,waste oil and other oils
2024-05,CA,California,5,Commercial CHP,WAS,renewable waste products
2024-05,CA,California,5,Commercial CHP,SUN,solar
2024-05,CA,California,5,Commercial CHP,SPV,solar photovoltaic
2024-05,NY,New York,7,Industrial CHP,WNT,onshore wind turbine
2024-05,NY,New York,7,Industrial CHP,WND,wind
2024-05,NY,New York,7,Industrial CHP,RFO,residual fuel oil
2024-05,NY,New York,7,Industrial CHP,REN,renewable
2024-05,NY,New York,7,Industrial CHP,PET,petroleum
2024-05,NY,New York,7,Industrial CHP,PEL,petroleum liquids
2024-05,NY,New York,7,Industrial CHP,OOG,other gases
2024-05,NY,New York,7,Industrial CHP,NGO,natural gas & other gases
2024-05,NY,New York,7,Industrial CHP,NG,natural gas
2024-05,NY,New York,7,Industrial CHP,HYC,conventional hydroelectric
2024-05,NY,New York,7,Industrial CHP,FOS,fossil fuels
2024-05,NY,New York,7,Industrial CHP,DFO,distillate fuel oil
2024-05,NY,New York,7,Industrial CHP,COW,all coal products
2024-05,NY,New York,7,Industrial CHP,COL,"coal, excluding waste coal"
2024-05,NY,New York,7,Industrial CHP,BIT,bituminous coal
2024-05,NY,New York,7,Industrial CHP,BIS,bituminous coal and synthetic coal
2024-05,NY,New York,7,Industrial CHP,BIO,biomass
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,SUB,subbituminous coal
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,SPV,solar photovoltaic
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,REN,renewable
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,PET,petroleum
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,PEL,petroleum liquids
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,OTH,other
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,NGO,natural gas & other gases
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,NG,natural gas
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,MLG,municiapl landfill gas
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,LFG,landfill gas
2024-05,MD,Maryland,96,All Commercial,COL,"coal, excluding waste coal"
2024-05,MD,Maryland,96,All Commercial,BIT,bituminous coal
2024-05,MD,Maryland,96,All Commercial,BIS,bituminous coal and synthetic coal
2024-05,MD,Maryland,96,All Commercial,BIO,biomass
2024-05,MD,Maryland,96,All Commercial,AOR,all renewables
2024-05,MD,Maryland,96,All Commercial,ALL,all fuels
2024-05,MD,Maryland,94,Independent Power Producers,WOC,waste coal
2024-05,MD,Maryland,94,Independent Power Producers,WNT,onshore wind turbine
2024-05,MD,Maryland,94,Independent Power Producers,WND,wind
2024-05,MD,Maryland,94,Independent Power Producers,WAS,renewable waste products
2024-05,MD,Maryland,94,Independent Power Producers,TSN,estimated total solar
2024-05,MD,Maryland,94,Independent Power Producers,TPV,estimated total solar photovoltaic
2024-05,MD,Maryland,94,Independent Power Producers,SUN,solar
2024-05,MD,Maryland,94,Independent Power Producers,SPV,solar photovoltaic
2024-05,MD,Maryland,94,Independent Power Producers,RFO,residual fuel oil
2024-05,MD,Maryland,94,Independent Power Producers,REN,renewable
2024-05,AL,Alabama,94,Independent Power Producers,FOS,fossil fuels
2024-05,AL,Alabama,94,Independent Power Producers,DPV,estimated small scale solar photovoltaic
2024-05,AL,Alabama,94,Independent Power Producers,DFO,distillate fuel oil
2024-05,AL,Alabama,94,Independent Power Producers,BIO,biomass
2024-05,AL,Alabama,94,Independent Power Producers,AOR,all renewables
2024-05,AL,Alabama,94,Independent Power Producers,ALL,all fuels
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,WAS,renewable waste products
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,SUN,solar
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,SUB,subbituminous coal
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,SPV,solar photovoltaic
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,REN,renewable
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,PET,petroleum
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,PEL,petroleum liquids
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,OTH,other
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,NUC,nuclear
2024-05,AK,Alaska,5,Commercial CHP,COL,"coal, excluding waste coal"
2024-05,AK,Alaska,5,Commercial CHP,BIO,biomass
2024-05,AK,Alaska,5,Commercial CHP,AOR,all renewables
2024-05,AK,Alaska,5,Commercial CHP,ALL,all fuels
2024-05,AK,Alaska,4,Commercial Non-CHP,WAS,renewable waste products
2024-05,AK,Alaska,4,Commercial Non-CHP,REN,renewable
2024-05,AK,Alaska,4,Commercial Non-CHP,PET,petroleum
2024-05,AK,Alaska,4,Commercial Non-CHP,PEL,petroleum liquids
2024-05,AK,Alaska,4,Commercial Non-CHP,NGO,natural gas & other gases
2024-05,AK,Alaska,4,Commercial Non-CHP,NG,natural gas
2024-05,AK,Alaska,4,Commercial Non-CHP,MLG,municiapl landfill gas
2024-05,AK,Alaska,4,Commercial Non-CHP,LFG,landfill gas
2024-05,AK,Alaska,4,Commercial Non-CHP,HYC,conventional hydroelectric
2024-05,AK,Alaska,4,Commercial Non-CHP,FOS,fossil fuels
2024-05,AK,Alaska,4,Commercial Non-CHP,DFO,distillate fuel oil
2024-05,AK,Alaska,4,Commercial Non-CHP,BIO,biomass
2024-05,AK,Alaska,4,Commercial Non-CHP,AOR,all renewables
2024-05,MA,Massachusetts,4,Commercial Non-CHP,SUN,solar
2024-05,MA,Massachusetts,4,Commercial Non-CHP,SPV,solar photovoltaic
2024-05,MA,Massachusetts,4,Commercial Non-CHP,REN,renewable
2024-05,MA,Massachusetts,4,Commercial Non-CHP,PET,petroleum
2024-05,MA,Massachusetts,4,Commercial Non-CHP,PEL,petroleum liquids
2024-05,MA,Massachusetts,4,Commercial Non-CHP,OTH,other
2024-05,MA,Massachusetts,4,Commercial Non-CHP,OBW,biomass
2024-05,MA,Massachusetts,4,Commercial Non-CHP,NGO,natural gas & other gases
2024-05,MA,Massachusetts,4,Commercial Non-CHP,NG,natural gas
2024-05,MA,Massachusetts,4,Commercial Non-CHP,MSB,biogenic municipal solid waste
2024-05,MA,Massachusetts,4,Commercial Non-CHP,MLG,municiapl landfill gas
2024-05,MA,Massachusetts,99,All Sectors,WNT,onshore wind turbine
2024-05,MA,Massachusetts,99,All Sectors,WND,wind
2024-05,MA,Massachusetts,99,All Sectors,WAS,renewable waste products
2024-05,MA,Massachusetts,99,All Sectors,TSN,estimated total solar
2024-05,MA,Massachusetts,99,All Sectors,TPV,estimated total solar photovoltaic
2024-05,MA,Massachusetts,99,All Sectors,SUN,solar
2024-05,MA,Massachusetts,99,All Sectors,SPV,solar photovoltaic
2024-05,MA,Massachusetts,99,All Sectors,RFO,residual fuel oil
2024-05,MA,Massachusetts,99,All Sectors,REN,renewable
2024-05,NY,New York,7,Industrial CHP,AOR,all renewables
2024-05,NY,New York,7,Industrial CHP,ALL,all fuels
2024-05,NY,New York,6,Industrial Non-CHP,WNT,onshore wind turbine
2024-05,NY,New York,6,Industrial Non-CHP,WND,wind
2024-05,NY,New York,6,Industrial Non-CHP,SUN,solar
2024-05,NY,New York,6,Industrial Non-CHP,SPV,solar photovoltaic
2024-05,NY,New York,6,Industrial Non-CHP,REN,renewable
2024-05,NY,New York,6,Industrial Non-CHP,PET,petroleum
2024-05,NY,New York,6,Industrial Non-CHP,PEL,petroleum liquids
2024-05,NY,New York,6,Industrial Non-CHP,OTH,other
2024-05,NY,New York,6,Industrial Non-CHP,HYC,conventional hydroelectric
2024-05,NY,New York,6,Industrial Non-CHP,FOS,fossil fuels
2024-05,NY,New York,6,Industrial Non-CHP,DFO,distillate fuel oil
2024-05,NY,New York,6,Industrial Non-CHP,AOR,all renewables
2024-05,NY,New York,6,Industrial Non-CHP,ALL,all fuels
2024-05,NY,New York,5,Commercial CHP,WAS,renewable waste products
2024-05,MD,Maryland,94,Independent Power Producers,RC,refined coal
2024-05,MD,Maryland,94,Independent Power Producers,PET,petroleum
2024-05,MD,Maryland,94,Independent Power Producers,PEL,petroleum liquids
2024-05,MD,Maryland,94,Independent Power Producers,OTH,other
2024-05,MD,Maryland,94,Independent Power Producers,OBW,biomass
2024-05,MD,Maryland,94,Independent Power Producers,NUC,nuclear
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,NGO,natural gas & other gases
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,NG,natural gas
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,MLG,municiapl landfill gas
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,LFG,landfill gas
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,FOS,fossil fuels
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,DFO,distillate fuel oil
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,COW,all coal products
2024-05,AL,Alabama,90,Electric Power Sector Non-CHP,COL,"coal, excluding waste coal"
2024-05,AK,Alaska,4,Commercial Non-CHP,ALL,all fuels
2024-05,AK,Alaska,3,IPP CHP,WWW,wood and wood wastes
2024-05,AK,Alaska,3,IPP CHP,WAS,renewable waste products
2024-05,AK,Alaska,3,IPP CHP,SUB,subbituminous coal
2024-05,AK,Alaska,3,IPP CHP,REN,renewable
